,fpx,fpy,fpz,fvx,fvy,fvz
27.0,1028.258,14009.57,0.0001059107,0.1751823,0.1947534,1.437153e-07
28.0,1037.072,14282.34,0.0001022532,0.1866364,0.2158427,1.495952e-07
29.0,1033.618,14689.84,9.957703e-05,0.2055194,0.2445387,1.556749e-07
30.0,1032.329,15084.66,9.783805e-05,0.2261262,0.2788563,1.619317e-07
31.0,1056.004,15355.52,9.774859e-05,0.2553918,0.3136867,1.67722e-07
32.0,1096.222,15560.7,9.936886e-05,0.2996644,0.351005,1.73143e-07
33.0,1146.306,15684.91,0.0001020735,0.3524735,0.3902159,1.78987e-07
34.0,1226.345,15550.2,0.0001060668,0.411441,0.4217706,1.848769e-07
35.0,1325.589,15237.94,0.0001114407,0.4904397,0.4452112,1.903973e-07
36.0,1412.233,14933.06,0.0001175312,0.5846582,0.4653533,1.963199e-07
37.0,1476.443,14719.04,0.000123841,0.6978034,0.485993,2.035148e-07
38.0,1526.664,14553.14,0.0001301837,0.8292528,0.5119968,2.130283e-07
39.0,1564.129,14451.65,0.0001362271,0.9804935,0.5489637,2.259679e-07
40.0,1591.49,14381.85,0.0001420517,1.147368,0.5957809,2.420424e-07
41.0,1613.832,14324.01,0.0001478277,1.330837,0.6492764,2.62e-07
42.0,1611.876,14319.71,0.0001530757,1.512346,0.7102972,2.870282e-07
43.0,1601.315,14360.11,0.0001583898,1.709733,0.7703282,3.157517e-07
44.0,1564.997,14481.92,0.0001632482,1.90637,0.8346892,3.490338e-07
45.0,1524.617,14637.65,0.000167568,2.106223,0.8983751,3.863648e-07
46.0,1505.618,14724.14,0.0001709949,2.311115,0.9686206,4.288892e-07
47.0,1550.086,14606.73,0.0001727108,2.527745,1.049563,4.80495e-07
48.0,1594.638,14478.62,0.0001733364,2.734504,1.126991,5.311554e-07
49.0,1677.99,14241.61,0.0001731966,2.956393,1.209635,5.850956e-07
50.0,1756.192,14018.02,0.0001725151,3.172899,1.291645,6.382762e-07
51.0,1825.261,13830.72,0.0001721288,3.400905,1.370965,6.883347e-07
52.0,1859.429,13796.03,0.0001722849,3.635581,1.450733,7.353586e-07
53.0,1870.953,13871.82,0.0001730698,3.893926,1.531753,7.823831e-07
54.0,1861.621,14020.83,0.0001744696,4.169944,1.616881,8.286221e-07
55.0,1843.249,14183.25,0.0001765097,4.474845,1.704988,8.749713e-07
56.0,1819.385,14329.16,0.0001790933,4.802788,1.799246,9.218563e-07
57.0,1790.013,14457.83,0.0001820919,5.158569,1.898727,9.696037e-07
58.0,1761.122,14550.09,0.0001853462,5.537313,2.007958,1.021063e-06
59.0,1732.852,14612.31,0.0001886014,5.937206,2.125904,1.077713e-06
60.0,1704.302,14657.14,0.0001916924,6.351099,2.253308,1.140909e-06
61.0,1676.216,14676.89,0.000194637,6.773022,2.388032,1.211554e-06
62.0,1652.13,14652.1,0.0001975255,7.194122,2.526795,1.291204e-06
63.0,1628.112,14607.22,0.0002003189,7.602747,2.665451,1.379769e-06
64.0,1596.975,14596.67,0.0002028007,7.990878,2.800658,1.477672e-06
65.0,1559.835,14622.59,0.0002048362,8.353054,2.931587,1.585401e-06
66.0,1527.246,14654.2,0.0002062424,8.68743,3.058575,1.705527e-06
67.0,1513.072,14644.75,0.0002067132,8.997983,3.187221,1.841204e-06
68.0,1554.796,14435.0,0.00020612,9.294203,3.322289,2.005496e-06
69.0,1579.205,14347.21,0.0002044669,9.543985,3.432373,2.13547e-06
70.0,1670.025,13995.34,0.0002023946,9.781718,3.546999,2.308338e-06
71.0,1714.49,13888.62,0.0001995757,9.967249,3.636947,2.410822e-06
72.0,1777.57,13740.07,0.0001968979,10.12816,3.718963,2.540025e-06
73.0,1810.689,13680.66,0.0001947512,10.23102,3.770102,2.615646e-06
74.0,1814.64,13773.42,0.0001933474,10.29273,3.806448,2.678758e-06
75.0,1785.123,14013.45,0.0001927107,10.31285,3.827301,2.723934e-06
76.0,1743.696,14297.87,0.0001927615,10.29724,3.839474,2.774274e-06
77.0,1702.437,14552.5,0.0001933743,10.24705,3.84011,2.814691e-06
78.0,1667.734,14739.4,0.0001944753,10.16464,3.829263,2.845526e-06
79.0,1638.249,14862.53,0.0001959657,10.05149,3.806677,2.865281e-06
80.0,1611.974,14941.13,0.0001977141,9.911832,3.774387,2.876383e-06
81.0,1586.332,14994.96,0.0001995471,9.74914,3.73354,2.879401e-06
82.0,1562.175,15024.31,0.0002013771,9.56815,3.685162,2.876612e-06
83.0,1542.113,15012.39,0.0002032192,9.372252,3.629192,2.868181e-06
84.0,1526.706,14958.64,0.0002050737,9.165515,3.566629,2.853268e-06
85.0,1513.416,14882.08,0.0002068635,8.952026,3.498965,2.830564e-06
86.0,1495.435,14821.4,0.0002084915,8.734373,3.426301,2.79524e-06
87.0,1465.14,14816.09,0.000209938,8.514112,3.348246,2.74425e-06
88.0,1422.267,14873.68,0.0002112062,8.293758,3.267396,2.686645e-06
89.0,1373.822,14966.26,0.000212202,8.076448,3.18757,2.634143e-06
90.0,1328.113,15061.3,0.0002127616,7.864944,3.111527,2.591688e-06
91.0,1295.432,15123.61,0.000212705,7.662556,3.042248,2.565543e-06
92.0,1289.452,15106.21,0.0002118375,7.474242,2.983553,2.563818e-06
93.0,1323.26,14980.74,0.0002098441,7.30549,2.939691,2.578129e-06
94.0,1340.132,14909.5,0.0002074575,7.129824,2.876264,2.497206e-06
95.0,1382.317,14801.99,0.0002049071,6.966531,2.824077,2.469455e-06
96.0,1428.383,14671.35,0.000202075,6.802204,2.770819,2.414081e-06
97.0,1461.78,14622.89,0.0001994119,6.633235,2.711977,2.338165e-06
98.0,1499.507,14584.72,0.000196829,6.460661,2.656124,2.283868e-06
99.0,1510.032,14663.24,0.0001945159,6.272892,2.5915,2.197748e-06
100.0,1499.512,14865.81,0.0001926986,6.070517,2.523351,2.120514e-06
101.0,1482.675,15076.01,0.0001915944,5.845598,2.448457,2.054288e-06
102.0,1470.146,15233.69,0.0001912745,5.594373,2.364979,1.997108e-06
103.0,1462.708,15332.73,0.0001916369,5.31444,2.271083,1.942454e-06
104.0,1458.704,15383.92,0.0001925157,5.005137,2.165325,1.887424e-06
105.0,1455.951,15397.05,0.0001938164,4.667793,2.045929,1.827941e-06
106.0,1451.817,15386.51,0.0001954518,4.306746,1.912651,1.760482e-06
107.0,1451.121,15330.24,0.0001973788,3.929643,1.767577,1.687026e-06
108.0,1456.201,15216.93,0.0001995142,3.54593,1.613625,1.603944e-06
109.0,1460.673,15083.21,0.0002017289,3.165767,1.454177,1.504518e-06
110.0,1459.611,14961.81,0.0002039265,2.799601,1.293927,1.390006e-06
111.0,1450.129,14874.71,0.0002059904,2.456775,1.137945,1.264236e-06
112.0,1432.706,14824.57,0.0002078309,2.144716,0.9908179,1.132544e-06
113.0,1408.583,14806.81,0.000209403,1.868323,0.8560778,9.993134e-07
114.0,1378.663,14812.29,0.0002107857,1.629864,0.7358714,8.680773e-07
115.0,1338.428,14860.34,0.0002119894,1.429177,0.6314919,7.410876e-07
116.0,1287.947,14964.65,0.0002129384,1.264932,0.5437328,6.256214e-07
117.0,1229.778,15111.53,0.0002135496,1.134042,0.4721808,5.243392e-07
118.0,1170.035,15276.06,0.0002137901,1.032714,0.4156902,4.39321e-07
119.0,1118.27,15420.48,0.0002135848,0.9568025,0.3728122,3.711685e-07
120.0,1086.313,15510.91,0.0002126832,0.9023361,0.3420511,3.193565e-07
121.0,1087.298,15510.6,0.0002107808,0.8655232,0.3216232,2.817772e-07
122.0,1103.023,15472.59,0.0002080793,0.8410771,0.307777,2.500544e-07
123.0,1120.103,15469.03,0.0002049738,0.8256539,0.2985469,2.254076e-07
124.0,1141.568,15481.07,0.0002017109,0.8167428,0.2929987,2.086985e-07
125.0,1163.233,15510.71,0.0001985012,0.8119028,0.2898702,1.97397e-07
126.0,1181.126,15590.35,0.0001953245,0.8098054,0.2884688,1.902899e-07
127.0,1193.555,15703.42,0.0001923944,0.8091047,0.2877683,1.85693e-07
128.0,1204.394,15819.68,0.0001900076,0.8091975,0.2874121,1.827949e-07
129.0,1221.968,15882.23,0.0001884004,0.809764,0.2872218,1.81178e-07
130.0,1243.132,15904.32,0.0001875316,0.8105622,0.2870644,1.801153e-07
131.0,1263.853,15895.91,0.0001873975,0.8111611,0.286715,1.791669e-07
132.0,1286.086,15850.0,0.0001879522,0.8116363,0.2862583,1.785249e-07
133.0,1309.299,15766.94,0.000189053,0.811853,0.2857794,1.78051e-07
134.0,1333.563,15649.16,0.0001906022,0.8118375,0.2852862,1.776546e-07
135.0,1353.424,15523.08,0.0001924816,0.8114545,0.2846289,1.770316e-07
136.0,1367.921,15400.76,0.000194597,0.8108399,0.2838986,1.763733e-07
137.0,1378.184,15278.43,0.0001968385,0.810031,0.2831683,1.757864e-07
138.0,1382.618,15166.32,0.0001991112,0.8090065,0.2823882,1.751183e-07
139.0,1378.872,15077.88,0.000201362,0.8077378,0.2814959,1.742844e-07
140.0,1367.604,15009.56,0.0002036265,0.8063118,0.2804917,1.733445e-07
141.0,1351.033,14952.45,0.0002058391,0.8046948,0.2795032,1.724981e-07
142.0,1329.49,14913.38,0.0002078524,0.8030108,0.2785423,1.717721e-07
143.0,1300.068,14909.54,0.0002095495,0.8011527,0.2775543,1.709468e-07
144.0,1263.078,14942.0,0.0002109402,0.7991531,0.2765274,1.700601e-07
145.0,1216.927,15024.11,0.0002119866,0.7970674,0.2755208,1.690918e-07
146.0,1161.89,15159.58,0.0002126415,0.7949581,0.2745658,1.681619e-07
147.0,1102.219,15323.4,0.0002129505,0.7927918,0.2736172,1.673679e-07
148.0,1043.348,15498.47,0.000212854,0.7908108,0.2729182,1.66985e-07
149.0,974.1311,15769.52,0.0002119891,0.7892632,0.2726839,1.665456e-07
150.0,948.7117,15842.01,0.0002108257,0.7886158,0.2733019,1.688076e-07
151.0,947.2603,15854.81,0.0002087644,0.7891313,0.2747059,1.71129e-07
152.0,944.5789,15892.11,0.000206101,0.7892814,0.2755381,1.717155e-07
153.0,947.7496,15958.47,0.0002032246,0.7904382,0.2765906,1.725945e-07
154.0,957.493,16028.05,0.0002000307,0.7920493,0.2779537,1.738027e-07
155.0,972.9971,16095.32,0.0001967702,0.7939068,0.2792337,1.747901e-07
156.0,994.4235,16156.13,0.0001935996,0.7960315,0.280506,1.75714e-07
157.0,1017.774,16211.56,0.0001907018,0.7980118,0.2815439,1.762651e-07
158.0,1047.524,16231.28,0.0001883392,0.7999198,0.2824003,1.767743e-07
159.0,1080.69,16221.17,0.0001865813,0.8016288,0.283043,1.770493e-07
160.0,1115.593,16188.38,0.0001854502,0.8031978,0.2834884,1.771934e-07
161.0,1152.214,16127.09,0.0001849459,0.8045813,0.2837588,1.772712e-07
162.0,1189.48,16032.94,0.0001850991,0.805636,0.2837555,1.771547e-07
163.0,1230.726,15888.54,0.0001859054,0.8064754,0.2836516,1.771098e-07
164.0,1305.098,15495.73,0.000187822,0.8066654,0.2831564,1.777644e-07
165.0,1314.549,15474.59,0.0001892319,0.8068243,0.28268,1.755583e-07
166.0,1312.288,15475.09,0.0001910158,0.8064169,0.2820739,1.745668e-07
167.0,1317.196,15424.2,0.0001930898,0.8061786,0.2815735,1.74509e-07
168.0,1318.281,15352.97,0.000195309,0.8054273,0.2807727,1.738773e-07
169.0,1315.048,15278.2,0.0001976904,0.8043874,0.2798045,1.730786e-07
170.0,1303.148,15223.34,0.0002001123,0.8030038,0.2787682,1.720905e-07
171.0,1284.581,15186.73,0.0002024877,0.801438,0.2777743,1.712022e-07
172.0,1259.179,15173.91,0.0002046635,0.7997072,0.2768075,1.703697e-07
173.0,1231.13,15167.31,0.000206616,0.7979474,0.2758838,1.697081e-07
174.0,1199.593,15173.31,0.0002082777,0.7961055,0.2749904,1.690343e-07
175.0,1162.065,15211.25,0.0002095882,0.7942218,0.2741028,1.682744e-07
176.0,1115.686,15300.16,0.0002105,0.7922959,0.2732113,1.673913e-07
177.0,1063.463,15424.18,0.0002110601,0.7903293,0.2723232,1.66592e-07
178.0,1008.696,15568.37,0.0002112807,0.7883776,0.2715039,1.659634e-07
179.0,943.3452,15793.93,0.0002109424,0.7866408,0.2709199,1.652029e-07
180.0,906.0884,15893.55,0.0002103087,0.7854588,0.2709618,1.664601e-07
181.0,862.7132,16075.23,0.0002087507,0.784797,0.2713388,1.667755e-07
182.0,859.6444,16093.19,0.0002068707,0.7852002,0.2725756,1.693505e-07
183.0,866.3331,16089.09,0.0002043898,0.7857831,0.273616,1.707092e-07
184.0,868.9039,16147.49,0.0002015998,0.7866802,0.2745516,1.711204e-07
185.0,878.2102,16211.61,0.000198657,0.788176,0.2756539,1.721595e-07
186.0,892.0696,16276.12,0.0001956499,0.7898733,0.2768367,1.730894e-07
187.0,912.4083,16332.51,0.0001927113,0.7918408,0.2780762,1.740712e-07
188.0,937.2966,16375.05,0.0001899733,0.7938081,0.2791909,1.748386e-07
189.0,969.3765,16383.56,0.0001876266,0.795771,0.2801926,1.755508e-07
190.0,1006.825,16355.72,0.0001857984,0.7975843,0.2809776,1.760198e-07
191.0,1047.148,16301.76,0.0001845393,0.7992765,0.2815606,1.762952e-07
192.0,1089.791,16218.77,0.0001838655,0.8008002,0.2819786,1.764816e-07
193.0,1133.557,16106.12,0.0001837997,0.8020716,0.2821815,1.7651e-07
194.0,1202.364,15803.95,0.0001847605,0.8028743,0.2820042,1.770765e-07
195.0,1226.393,15743.28,0.0001856748,0.8034166,0.2816812,1.754552e-07
196.0,1262.137,15571.81,0.0001873284,0.8035254,0.2813472,1.754449e-07
197.0,1274.061,15528.0,0.0001889472,0.8036847,0.2809876,1.745067e-07
198.0,1276.034,15498.42,0.0001908257,0.8032991,0.2804229,1.736704e-07
199.0,1282.626,15425.48,0.0001929548,0.8029547,0.2798298,1.734607e-07
200.0,1279.602,15366.5,0.0001951652,0.8020372,0.2789702,1.725592e-07
201.0,1269.802,15320.88,0.0001974956,0.800907,0.2779783,1.716455e-07
202.0,1250.99,15298.68,0.0001998308,0.7994563,0.2769761,1.706272e-07
203.0,1227.614,15289.3,0.0002020611,0.7979332,0.2760889,1.698823e-07
204.0,1199.271,15298.22,0.0002040392,0.7963407,0.2752716,1.692028e-07
205.0,1167.136,15324.21,0.0002057133,0.7947362,0.2744905,1.685933e-07
206.0,1128.991,15379.07,0.0002070573,0.7930468,0.2736665,1.678518e-07
207.0,1084.228,15470.22,0.0002080763,0.791319,0.2728222,1.670518e-07
208.0,1034.571,15588.26,0.000208794,0.7895342,0.2719686,1.662963e-07
209.0,976.986,15754.42,0.0002091807,0.7877546,0.2711338,1.653961e-07
210.0,928.1238,15885.42,0.0002092608,0.7861452,0.2706158,1.654339e-07
211.0,883.8998,16008.19,0.0002089015,0.7847073,0.27026,1.65509e-07
212.0,849.2959,16110.66,0.0002080688,0.783755,0.2703104,1.660846e-07
213.0,829.9451,16177.61,0.0002066428,0.7835071,0.2709997,1.673972e-07
214.0,832.5484,16174.48,0.0002047127,0.7839803,0.2721406,1.692812e-07
215.0,843.2447,16165.39,0.0002023113,0.7848072,0.2732332,1.705149e-07
216.0,853.8271,16189.78,0.0001996729,0.7859025,0.2741606,1.711413e-07
217.0,858.5677,16292.99,0.000196734,0.7875831,0.2753506,1.717425e-07
218.0,878.3607,16314.87,0.0001940962,0.7890559,0.2763234,1.727892e-07
219.0,913.3793,16296.47,0.0001915363,0.7912533,0.2776092,1.743194e-07
220.0,944.5813,16296.38,0.0001890648,0.7930989,0.2786785,1.747581e-07
221.0,982.2524,16270.47,0.0001870149,0.7950309,0.2796261,1.753935e-07
222.0,1021.234,16229.85,0.0001853994,0.7967947,0.2803917,1.757467e-07
223.0,1062.384,16169.77,0.000184291,0.7984717,0.2810017,1.760453e-07
224.0,1103.703,16093.31,0.0001836907,0.7999789,0.2814418,1.761902e-07
225.0,1145.029,15994.25,0.0001836495,0.8012395,0.2816662,1.761898e-07
226.0,1204.509,15749.58,0.0001844838,0.802063,0.2815434,1.765767e-07
227.0,1229.122,15688.14,0.0001853962,0.8026714,0.2813129,1.752669e-07
228.0,1265.179,15516.65,0.0001870174,0.8028146,0.2810023,1.752737e-07
229.0,1275.818,15483.32,0.0001885762,0.8030187,0.2806742,1.742944e-07
230.0,1286.617,15391.93,0.0001906242,0.8024271,0.2799285,1.73657e-07
231.0,1285.803,15370.37,0.0001926048,0.8022586,0.2794513,1.730607e-07
232.0,1273.155,15370.28,0.0001946471,0.8013757,0.2787604,1.720634e-07
233.0,1263.126,15345.02,0.0001968048,0.8005812,0.2780444,1.716821e-07
234.0,1244.399,15336.21,0.0001989084,0.7993412,0.2771439,1.707765e-07
235.0,1221.123,15338.02,0.0002009774,0.7979773,0.2762471,1.699923e-07
236.0,1191.174,15362.39,0.0002029234,0.7964328,0.2753861,1.691374e-07
237.0,1162.007,15385.33,0.0002045291,0.7950712,0.2748078,1.688876e-07
238.0,1120.795,15460.03,0.0002057987,0.7932891,0.2738989,1.678396e-07
239.0,1074.875,15563.01,0.0002068777,0.7916552,0.2729901,1.670282e-07
240.0,1024.541,15690.51,0.0002076189,0.7899491,0.2722316,1.663699e-07
241.0,966.3643,15869.41,0.0002080015,0.7883011,0.2715023,1.655567e-07
242.0,921.169,15984.54,0.000208154,0.7867924,0.270999,1.657572e-07
243.0,882.0515,16080.03,0.0002079305,0.7854197,0.2706273,1.658648e-07
244.0,852.4879,16152.91,0.0002072758,0.784486,0.2706503,1.664133e-07
245.0,838.2732,16186.12,0.0002060777,0.7842221,0.2712778,1.676798e-07
246.0,845.2914,16158.99,0.0002043242,0.7848021,0.2724966,1.696186e-07
247.0,861.3733,16113.9,0.0002021105,0.7855978,0.273575,1.708839e-07
248.0,877.8007,16103.96,0.0001996606,0.7867537,0.2745319,1.715597e-07
249.0,898.0946,16116.27,0.0001970079,0.7885447,0.2757807,1.726029e-07
250.0,922.4579,16112.87,0.0001944523,0.790075,0.2767573,1.733307e-07
251.0,953.9044,16124.15,0.0001917631,0.792434,0.2782043,1.747042e-07
252.0,987.1005,16105.7,0.0001894312,0.7941504,0.2791131,1.750905e-07
253.0,1032.74,16045.79,0.0001874888,0.7963408,0.2802163,1.761514e-07
254.0,1073.892,15995.47,0.0001858296,0.7981243,0.2810349,1.763927e-07
255.0,1115.303,15937.56,0.0001846988,0.7998158,0.2816191,1.765635e-07
256.0,1154.09,15877.41,0.000184052,0.8012876,0.2820444,1.765948e-07
257.0,1190.497,15810.54,0.0001839228,0.802531,0.2822945,1.765264e-07
258.0,1231.414,15685.02,0.0001844067,0.8034159,0.2822545,1.765461e-07
259.0,1255.612,15630.4,0.0001852552,0.804046,0.2820518,1.757487e-07
260.0,1290.549,15470.83,0.0001867975,0.8042412,0.2817626,1.757415e-07
261.0,1303.706,15428.66,0.0001883283,0.8045191,0.2815043,1.749082e-07
262.0,1308.67,15392.62,0.0001901238,0.8043134,0.2810753,1.742098e-07
263.0,1316.964,15323.52,0.0001921114,0.8041522,0.2806359,1.740618e-07
264.0,1317.08,15264.46,0.0001941784,0.8035347,0.2799486,1.733261e-07
265.0,1309.903,15226.99,0.0001962999,0.8027529,0.27922,1.725764e-07
266.0,1293.9,15218.55,0.0001983581,0.8017383,0.2784968,1.717878e-07
267.0,1272.057,15230.2,0.0002002964,0.800619,0.2778112,1.711315e-07
268.0,1245.918,15253.04,0.0002021229,0.7993582,0.2771079,1.704796e-07
269.0,1218.195,15288.25,0.000203596,0.7982735,0.2766339,1.702197e-07
270.0,1175.095,15396.41,0.0002047666,0.7968139,0.2758587,1.690981e-07
271.0,1139.164,15467.8,0.0002057891,0.795593,0.2752493,1.689835e-07
272.0,1087.413,15621.52,0.0002064373,0.7940644,0.2744765,1.678759e-07
273.0,1047.373,15711.3,0.0002070327,0.792684,0.2738242,1.678733e-07
274.0,999.8231,15846.4,0.0002072542,0.7911837,0.2732128,1.672227e-07
275.0,962.3093,15943.68,0.0002072488,0.7899952,0.2729124,1.674508e-07
276.0,935.7219,16003.44,0.0002068229,0.7891315,0.2729705,1.680748e-07
277.0,921.8498,16026.36,0.0002059573,0.7887327,0.2733591,1.690107e-07
278.0,926.0993,15996.99,0.0002046048,0.7890803,0.274277,1.705651e-07
279.0,943.7958,15938.76,0.0002027515,0.7899377,0.2754699,1.721075e-07
280.0,970.9414,15863.24,0.0002005997,0.791198,0.276628,1.733426e-07
281.0,1006.099,15777.29,0.0001983088,0.7928664,0.2778678,1.744645e-07
282.0,1037.95,15727.3,0.0001959426,0.7944904,0.2788582,1.750057e-07
283.0,1075.544,15677.02,0.0001936222,0.7964917,0.2800216,1.760158e-07
284.0,1112.975,15631.7,0.000191466,0.7982502,0.2809621,1.765562e-07
285.0,1154.952,15579.32,0.0001895422,0.8002457,0.2819792,1.773101e-07
286.0,1188.49,15561.02,0.0001878725,0.8018497,0.2827073,1.773172e-07
287.0,1218.174,15557.77,0.0001866681,0.8033124,0.2832174,1.772874e-07
288.0,1244.573,15556.49,0.000185936,0.8045674,0.2835658,1.772303e-07
289.0,1270.092,15540.8,0.0001857104,0.8056293,0.2837734,1.771732e-07
290.0,1291.794,15519.08,0.0001859269,0.806361,0.2837041,1.76917e-07
291.0,1308.267,15498.45,0.0001866743,0.8068525,0.2834546,1.763988e-07
292.0,1325.63,15437.62,0.0001879144,0.8069993,0.283186,1.760977e-07
293.0,1335.526,15406.87,0.0001893315,0.8071762,0.2829392,1.75677e-07
294.0,1347.624,15311.19,0.0001912165,0.8066702,0.2822719,1.751798e-07
295.0,1349.793,15281.58,0.0001930069,0.8066448,0.2819889,1.74759e-07
296.0,1349.726,15216.04,0.0001949806,0.8058368,0.2813754,1.741765e-07
297.0,1343.576,15199.94,0.0001967547,0.80556,0.2810672,1.738862e-07
298.0,1329.718,15188.15,0.000198523,0.8045986,0.2804204,1.73111e-07
299.0,1315.517,15191.68,0.000200107,0.8040935,0.2800623,1.729597e-07
300.0,1292.438,15219.15,0.0002015479,0.8030907,0.2794725,1.72216e-07
301.0,1271.154,15243.45,0.0002028598,0.8023455,0.2790469,1.72032e-07
302.0,1242.212,15300.05,0.0002038882,0.8013381,0.2785482,1.714771e-07
303.0,1210.467,15371.28,0.0002047769,0.8003351,0.2779754,1.710002e-07
304.0,1176.519,15450.24,0.0002054934,0.7992336,0.2774,1.7056e-07
305.0,1143.434,15524.83,0.0002060519,0.7981064,0.2768658,1.702684e-07
306.0,1113.203,15588.84,0.0002064034,0.7970312,0.276455,1.701624e-07
307.0,1086.655,15644.41,0.0002064735,0.7960808,0.2762248,1.702411e-07
308.0,1066.564,15684.27,0.0002062111,0.7953865,0.2762404,1.706185e-07
309.0,1056.049,15699.34,0.0002055686,0.7950861,0.2765675,1.713532e-07
310.0,1058.182,15681.66,0.0002045043,0.7953213,0.2772765,1.724833e-07
311.0,1073.59,15633.9,0.0002030031,0.7961208,0.2783338,1.738736e-07
312.0,1101.721,15544.87,0.0002012295,0.7972875,0.2794283,1.751656e-07
313.0,1125.289,15505.91,0.0001992242,0.7984626,0.2803046,1.756025e-07
314.0,1168.758,15394.83,0.0001972457,0.8004338,0.281584,1.772061e-07
315.0,1201.242,15340.01,0.0001951836,0.8018184,0.282479,1.773215e-07
316.0,1239.231,15283.36,0.0001933095,0.8036051,0.2834073,1.78086e-07
317.0,1274.448,15234.85,0.0001916583,0.8050784,0.2841159,1.783475e-07
318.0,1302.713,15238.68,0.0001900827,0.8066314,0.2848604,1.785825e-07
319.0,1332.014,15210.42,0.0001891025,0.807855,0.2852033,1.785298e-07
320.0,1348.611,15250.67,0.0001883015,0.8089159,0.2856046,1.78275e-07
321.0,1372.488,15226.09,0.0001881604,0.8098349,0.2857094,1.783499e-07
322.0,1387.831,15222.9,0.000188373,0.8103803,0.2856992,1.779303e-07
323.0,1403.189,15202.1,0.0001890383,0.8108839,0.2855449,1.777237e-07
324.0,1412.159,15179.86,0.000190077,0.8109232,0.2852196,1.771709e-07
325.0,1419.552,15154.01,0.0001913674,0.8109724,0.2848606,1.768946e-07
326.0,1418.565,15144.44,0.0001928524,0.8106965,0.284402,1.762438e-07
327.0,1418.125,15123.75,0.0001944284,0.8105081,0.2841461,1.760716e-07
328.0,1414.173,15106.53,0.0001959695,0.8101648,0.2838636,1.75768e-07
329.0,1408.448,15090.43,0.0001974705,0.8098073,0.2835515,1.755087e-07
330.0,1398.999,15085.37,0.0001988734,0.8093786,0.2832165,1.751807e-07
331.0,1386.653,15090.0,0.0002001667,0.8089078,0.2828862,1.748832e-07
332.0,1371.38,15104.55,0.0002013378,0.808373,0.2825405,1.745755e-07
333.0,1353.45,15128.02,0.0002023903,0.80776,0.2821632,1.742556e-07
334.0,1332.275,15164.98,0.000203311,0.807068,0.2817567,1.739023e-07
335.0,1309.094,15209.89,0.0002041039,0.8063155,0.2813427,1.735881e-07
336.0,1284.775,15260.09,0.0002047515,0.8055224,0.2809449,1.733268e-07
337.0,1261.569,15305.23,0.0002052522,0.8047235,0.2805932,1.731812e-07
338.0,1241.298,15338.93,0.0002055832,0.8039757,0.2803372,1.731772e-07
339.0,1224.914,15361.42,0.0002056929,0.8033501,0.2802283,1.73329e-07
340.0,1213.57,15371.5,0.0002055371,0.8029109,0.2802917,1.736589e-07
341.0,1208.824,15366.51,0.0002050832,0.802749,0.2805642,1.742013e-07
342.0,1212.665,15341.05,0.0002043107,0.8029508,0.2810892,1.749908e-07
343.0,1226.929,15289.86,0.000203215,0.8035854,0.28189,1.760234e-07
344.0,1243.638,15251.43,0.0002017855,0.8043756,0.2826871,1.767618e-07
345.0,1275.362,15161.86,0.0002002524,0.8057718,0.283754,1.78009e-07
