Iter,min,max
0,0.03546239,12.67022
100,56.44254,782.3137
200,39.59956,769.7949
300,15.49066,888.7826
400,68.65496,844.2182
500,25.19959,780.2323
600,69.29593,742.0991
700,17.79056,742.3439
800,23.0582,709.7638
900,26.17175,636.3983
1000,8.689702,636.6843
1100,26.77864,636.1358
1200,23.69796,635.9095
1300,44.02625,635.421
1400,54.09093,635.4629
1500,24.86537,635.0978
1600,25.51502,635.2256
1700,82.50273,643.5634
