,fpx,fpy,fpz,fvx,fvy,fvz
77.0,3034.835,25863.87,0.0003439575,17.5359,6.543073,4.749864e-06
78.0,2974.406,26186.21,0.0003459632,17.40088,6.528374,4.808258e-06
79.0,2924.484,26387.54,0.0003486692,17.21084,6.493,4.846776e-06
80.0,2878.464,26518.95,0.0003518168,16.97288,6.440091,4.867859e-06
81.0,2832.34,26613.23,0.000355103,16.69318,6.371929,4.875365e-06
82.0,2787.771,26668.52,0.000358382,16.37968,6.289981,4.872464e-06
83.0,2746.622,26673.53,0.0003616287,16.03847,6.194328,4.857611e-06
84.0,2715.082,26598.06,0.0003648982,15.67708,6.087105,4.835604e-06
85.0,2687.242,26484.35,0.000368014,15.30257,5.970645,4.799283e-06
86.0,2652.522,26391.06,0.0003708407,14.91933,5.844759,4.742077e-06
87.0,2596.543,26390.54,0.0003733691,14.52977,5.708364,4.656413e-06
88.0,2518.131,26501.0,0.0003756082,14.13965,5.56649,4.558132e-06
89.0,2428.942,26674.7,0.0003773924,13.75413,5.425499,4.466451e-06
90.0,2345.155,26852.53,0.0003784057,13.37902,5.291374,4.393659e-06
91.0,2287.075,26959.58,0.0003783021,13.01992,5.16911,4.350535e-06
92.0,2278.51,26922.64,0.0003766698,12.68623,5.065855,4.349744e-06
93.0,2343.49,26683.13,0.0003729543,12.38684,4.987977,4.376926e-06
94.0,2378.828,26540.48,0.0003685162,12.0761,4.876033,4.238174e-06
95.0,2461.594,26326.85,0.000363811,11.78793,4.783552,4.190255e-06
96.0,2550.803,26057.26,0.0003586608,11.49549,4.686182,4.089639e-06
97.0,2612.732,25960.83,0.0003539672,11.19502,4.578769,3.950254e-06
98.0,2686.72,25869.07,0.0003494038,10.88934,4.479151,3.85822e-06
99.0,2700.986,26037.81,0.0003451946,10.5553,4.362295,3.699019e-06
100.0,2678.379,26425.69,0.0003420095,10.19398,4.238134,3.561268e-06
101.0,2648.468,26796.16,0.0003402372,9.792408,4.102061,3.444054e-06
102.0,2626.237,27067.52,0.0003399216,9.346418,3.951138,3.340061e-06
103.0,2612.629,27237.75,0.0003408043,8.853358,3.78333,3.240728e-06
104.0,2606.392,27312.33,0.0003426091,8.31303,3.596116,3.141023e-06
105.0,2599.768,27329.87,0.000345135,7.728607,3.386658,3.031194e-06
106.0,2591.063,27307.41,0.0003482188,7.108997,3.156012,2.910329e-06
107.0,2590.051,27196.7,0.0003517575,6.467611,2.908017,2.780697e-06
108.0,2598.108,26991.27,0.0003556055,5.820091,2.647208,2.63399e-06
109.0,2603.8,26756.7,0.0003595741,5.183052,2.379324,2.461199e-06
110.0,2598.836,26549.14,0.0003634937,4.573066,2.112104,2.265888e-06
111.0,2578.307,26407.08,0.0003671395,4.004894,1.853807,2.054256e-06
112.0,2543.993,26329.95,0.0003703637,3.489874,1.611569,1.835451e-06
113.0,2497.712,26310.57,0.0003730948,3.035075,1.390642,1.61589e-06
114.0,2440.816,26333.27,0.0003754924,2.643397,1.194074,1.401141e-06
115.0,2364.78,26440.09,0.0003775406,2.314103,1.023779,1.194852e-06
116.0,2271.842,26641.24,0.0003791056,2.044562,0.8807172,1.008808e-06
117.0,2166.11,26912.83,0.0003800693,1.829429,0.7639196,8.457284e-07
118.0,2059.583,27208.03,0.0003803629,1.662505,0.67157,7.094173e-07
119.0,1970.273,27460.44,0.0003797942,1.537148,0.6014149,6.005964e-07
120.0,1921.54,27600.78,0.0003778692,1.446977,0.5510333,5.182599e-07
121.0,1938.585,27558.83,0.0003740378,1.385974,0.5175802,4.585955e-07
122.0,1958.476,27528.11,0.0003689429,1.344145,0.4935131,4.02945e-07
123.0,2002.58,27502.25,0.0003631921,1.318663,0.4784508,3.649278e-07
124.0,2036.03,27534.03,0.0003572522,1.302587,0.4683595,3.351249e-07
125.0,2080.792,27581.61,0.0003516298,1.294313,0.4629817,3.168107e-07
126.0,2108.534,27742.92,0.0003459842,1.290094,0.4602034,3.041826e-07
127.0,2130.845,27949.18,0.0003409329,1.288531,0.458765,2.963702e-07
128.0,2148.494,28155.9,0.000336968,1.28821,0.4578301,2.911181e-07
129.0,2179.666,28265.54,0.000334393,1.288933,0.4573541,2.883415e-07
130.0,2217.052,28297.11,0.000333127,1.289998,0.4569237,2.864242e-07
131.0,2253.154,28272.42,0.0003332008,1.290738,0.4561543,2.846784e-07
132.0,2292.849,28172.87,0.0003345222,1.291298,0.4552712,2.835266e-07
133.0,2335.487,27997.87,0.0003368255,1.291461,0.4544006,2.826894e-07
134.0,2376.068,27780.48,0.0003398583,1.291196,0.4534704,2.818362e-07
135.0,2407.75,27556.73,0.0003434263,1.290412,0.4523277,2.807351e-07
136.0,2430.429,27339.3,0.0003473338,1.289304,0.4511394,2.796792e-07
137.0,2445.807,27122.85,0.0003513937,1.287919,0.4499626,2.787239e-07
138.0,2449.665,26930.9,0.0003554552,1.286162,0.4486622,2.775644e-07
139.0,2438.761,26784.62,0.0003594432,1.284049,0.4471999,2.761823e-07
140.0,2415.291,26672.59,0.0003634096,1.281722,0.4456053,2.747042e-07
141.0,2382.957,26580.3,0.0003672246,1.279106,0.4440552,2.733895e-07
142.0,2342.831,26517.48,0.0003706476,1.276407,0.4425591,2.722875e-07
143.0,2288.364,26519.69,0.0003734834,1.273399,0.4409879,2.70963e-07
144.0,2218.771,26597.94,0.0003757507,1.270165,0.4393475,2.694899e-07
145.0,2131.604,26774.51,0.0003773779,1.266812,0.4377552,2.679174e-07
146.0,2030.695,27033.65,0.0003783394,1.263395,0.4362311,2.665e-07
147.0,1923.723,27334.48,0.0003786909,1.259944,0.4347772,2.653593e-07
148.0,1820.947,27648.72,0.0003782513,1.256908,0.4338574,2.650235e-07
149.0,1700.176,28145.39,0.0003762752,1.254734,0.4338231,2.646474e-07
150.0,1667.699,28242.62,0.0003737746,1.254208,0.4352701,2.689275e-07
151.0,1679.251,28226.58,0.0003696453,1.255465,0.4377912,2.728947e-07
152.0,1681.588,28284.43,0.0003645993,1.256007,0.439119,2.734682e-07
153.0,1696.582,28381.46,0.0003592817,1.258155,0.4408458,2.749935e-07
154.0,1716.154,28496.47,0.0003536596,1.260575,0.4426896,2.763577e-07
155.0,1748.346,28611.29,0.0003479905,1.26374,0.4448665,2.781119e-07
156.0,1783.206,28738.27,0.0003424757,1.266922,0.4467654,2.792585e-07
157.0,1826.886,28830.9,0.0003376018,1.270093,0.4483762,2.802453e-07
158.0,1880.744,28858.69,0.0003336831,1.273056,0.4496648,2.809874e-07
159.0,1940.622,28830.47,0.0003308989,1.275721,0.4505618,2.813386e-07
160.0,2003.03,28761.82,0.0003292355,1.27816,0.4511586,2.815016e-07
161.0,2068.335,28635.3,0.0003287344,1.280215,0.4514095,2.815038e-07
162.0,2140.304,28424.08,0.0003294249,1.281928,0.451429,2.814934e-07
163.0,2214.523,28142.83,0.0003311661,1.28311,0.4511867,2.812636e-07
164.0,2279.944,27855.25,0.0003337308,1.283772,0.450679,2.805889e-07
165.0,2319.699,27637.44,0.0003369817,1.283559,0.4495394,2.790067e-07
166.0,2350.19,27429.03,0.0003408652,1.283167,0.4484692,2.780145e-07
167.0,2367.669,27239.14,0.0003449895,1.282246,0.4473517,2.769812e-07
168.0,2372.145,27076.06,0.0003492642,1.280884,0.4460741,2.757839e-07
169.0,2358.888,26963.96,0.000353563,1.278996,0.4445682,2.742634e-07
170.0,2328.542,26906.54,0.0003578052,1.276702,0.4429424,2.72655e-07
171.0,2284.726,26894.24,0.0003618319,1.274138,0.4413691,2.712027e-07
172.0,2228.992,26926.7,0.0003654349,1.271334,0.4398341,2.698753e-07
173.0,2168.352,26973.03,0.000368597,1.26846,0.4383669,2.687917e-07
174.0,2101.571,27042.27,0.0003712386,1.265437,0.4369313,2.67674e-07
175.0,2026.063,27159.53,0.0003732802,1.262381,0.4355333,2.665007e-07
176.0,1938.085,27348.65,0.000374657,1.259253,0.4341228,2.651876e-07
177.0,1844.181,27575.09,0.0003754675,1.256075,0.4327257,2.640716e-07
178.0,1749.165,27822.45,0.0003756721,1.252984,0.4315059,2.632776e-07
179.0,1640.348,28191.86,0.0003748671,1.250312,0.4307491,2.624125e-07
180.0,1582.243,28346.06,0.0003734283,1.248703,0.4311038,2.64705e-07
181.0,1521.721,28610.94,0.0003702873,1.248128,0.4321446,2.65894e-07
182.0,1520.252,28642.59,0.0003665229,1.248804,0.4340931,2.694946e-07
183.0,1537.034,28646.6,0.0003618428,1.250215,0.4359203,2.717353e-07
184.0,1548.478,28738.67,0.0003566386,1.25187,0.437495,2.725714e-07
185.0,1567.809,28852.42,0.0003513413,1.254269,0.4391014,2.739067e-07
186.0,1597.35,28962.61,0.0003460118,1.257189,0.441084,2.755227e-07
187.0,1634.414,29067.42,0.0003408205,1.260257,0.4430152,2.769252e-07
188.0,1681.398,29136.98,0.0003361292,1.2634,0.4447254,2.781138e-07
189.0,1743.426,29123.79,0.0003322572,1.266465,0.4462092,2.792227e-07
190.0,1812.594,29057.16,0.0003293334,1.2693,0.4473468,2.798346e-07
191.0,1886.161,28944.4,0.0003274318,1.27193,0.4481704,2.802074e-07
192.0,1963.471,28776.62,0.0003266058,1.274248,0.448707,2.804046e-07
193.0,2072.878,28362.24,0.0003273386,1.276025,0.4487542,2.811552e-07
194.0,2128.493,28213.91,0.0003284901,1.277229,0.4483668,2.792629e-07
195.0,2216.34,27798.19,0.000331255,1.277734,0.4478821,2.795652e-07
196.0,2244.935,27709.43,0.0003338014,1.278227,0.4473797,2.776787e-07
197.0,2258.9,27629.18,0.0003370049,1.277981,0.4466091,2.764404e-07
198.0,2276.694,27497.8,0.0003405809,1.277684,0.4458377,2.761067e-07
199.0,2281.864,27365.9,0.0003444749,1.276666,0.444546,2.748344e-07
200.0,2274.183,27259.37,0.0003485827,1.275166,0.4431504,2.734578e-07
201.0,2250.108,27194.94,0.0003527495,1.273169,0.4415801,2.718905e-07
202.0,2212.819,27167.52,0.0003568631,1.270829,0.4400488,2.704001e-07
203.0,2167.03,27166.85,0.0003606813,1.268367,0.4386727,2.69242e-07
204.0,2113.378,27196.76,0.0003640158,1.265822,0.4373857,2.68199e-07
205.0,2051.651,27264.27,0.0003667837,1.263204,0.4361196,2.6716e-07
206.0,1978.918,27387.03,0.0003689671,1.260463,0.4347945,2.659475e-07
207.0,1893.598,27580.68,0.0003705513,1.257651,0.4334526,2.646486e-07
208.0,1803.447,27800.55,0.0003716491,1.254755,0.4321064,2.6358e-07
209.0,1699.654,28107.13,0.0003721189,1.251895,0.4308284,2.622299e-07
210.0,1614.713,28338.85,0.0003720192,1.249398,0.4301483,2.625338e-07
211.0,1540.995,28547.11,0.0003710797,1.247286,0.4298069,2.629613e-07
212.0,1489.54,28700.52,0.0003692515,1.246101,0.4302116,2.643374e-07
213.0,1476.431,28735.27,0.0003664492,1.246144,0.431685,2.671267e-07
214.0,1486.564,28720.19,0.0003626287,1.246969,0.4334358,2.695502e-07
215.0,1493.518,28783.16,0.0003581524,1.248117,0.4348719,2.704611e-07
216.0,1517.214,28833.44,0.0003534201,1.250347,0.4365756,2.723033e-07
217.0,1520.173,29068.8,0.0003479025,1.253098,0.4386414,2.731023e-07
218.0,1561.259,29095.14,0.0003431997,1.255599,0.4402171,2.750445e-07
219.0,1629.679,29037.02,0.0003387522,1.259123,0.4421703,2.773822e-07
220.0,1693.836,28992.25,0.0003346091,1.262071,0.4437956,2.780878e-07
221.0,1765.992,28915.07,0.0003312606,1.265078,0.4451966,2.789095e-07
222.0,1838.206,28820.85,0.0003287278,1.267812,0.446293,2.793269e-07
223.0,1912.606,28698.64,0.0003270963,1.2704,0.4471646,2.797053e-07
224.0,1986.282,28549.29,0.000326381,1.272701,0.4477503,2.798325e-07
225.0,2059.24,28359.36,0.000326674,1.274584,0.4479761,2.797194e-07
226.0,2168.556,27880.37,0.0003285965,1.275698,0.4476301,2.803426e-07
227.0,2206.123,27789.56,0.0003304641,1.276586,0.4472022,2.779765e-07
228.0,2256.028,27548.64,0.0003334282,1.276656,0.4466371,2.776935e-07
229.0,2270.505,27497.41,0.0003363723,1.276917,0.4460633,2.763556e-07
230.0,2267.75,27465.82,0.0003397507,1.276282,0.445138,2.749777e-07
231.0,2270.805,27375.35,0.000343464,1.275707,0.4442318,2.745732e-07
232.0,2258.587,27303.81,0.0003472922,1.274332,0.4429198,2.732021e-07
233.0,2235.192,27255.93,0.0003512557,1.272632,0.4415018,2.718421e-07
234.0,2198.907,27240.18,0.0003551415,1.270514,0.4400988,2.704623e-07
235.0,2152.894,27256.65,0.0003587766,1.268221,0.4387918,2.692793e-07
236.0,2097.912,27308.24,0.0003619853,1.265807,0.4375546,2.682e-07
237.0,2033.789,27401.38,0.0003646835,1.263297,0.4363173,2.671172e-07
238.0,1958.887,27548.88,0.0003668371,1.260691,0.4350471,2.659336e-07
239.0,1874.404,27749.04,0.0003684508,1.258026,0.4337741,2.64771e-07
240.0,1784.582,27979.71,0.0003695647,1.255293,0.4325082,2.637517e-07
241.0,1682.374,28291.53,0.0003700626,1.252636,0.4313281,2.625191e-07
242.0,1602.173,28504.91,0.0003700785,1.250278,0.4306697,2.629297e-07
243.0,1536.478,28670.61,0.0003693779,1.248263,0.4303091,2.634316e-07
244.0,1492.437,28778.41,0.0003678702,1.247079,0.4306408,2.647165e-07
245.0,1480.588,28797.92,0.0003653617,1.247109,0.4319978,2.671992e-07
246.0,1496.586,28746.99,0.0003619233,1.248009,0.4338037,2.697876e-07
247.0,1527.764,28684.04,0.0003577929,1.249635,0.4356108,2.717813e-07
248.0,1564.849,28646.58,0.0003533025,1.251707,0.4372575,2.731634e-07
249.0,1605.857,28659.33,0.0003485137,1.254637,0.4392528,2.747014e-07
250.0,1652.953,28649.29,0.0003439863,1.257182,0.4408072,2.757878e-07
251.0,1722.795,28586.96,0.0003396334,1.260751,0.4428769,2.78029e-07
252.0,1784.451,28565.83,0.0003354621,1.263818,0.4445821,2.787118e-07
253.0,1851.614,28526.15,0.0003320112,1.266903,0.4460193,2.794915e-07
254.0,1919.906,28464.37,0.0003293661,1.269722,0.4471632,2.79963e-07
255.0,1990.05,28374.02,0.0003276156,1.272338,0.4480634,2.80325e-07
256.0,2058.608,28262.38,0.0003267527,1.274658,0.4486989,2.804388e-07
257.0,2123.339,28130.58,0.0003268213,1.276573,0.4490001,2.80265e-07
258.0,2203.977,27840.6,0.0003281345,1.277834,0.4487906,2.803956e-07
259.0,2245.175,27738.08,0.0003299241,1.278797,0.4484114,2.788448e-07
260.0,2308.955,27420.3,0.0003330024,1.278914,0.4478441,2.788297e-07
261.0,2328.109,27354.14,0.0003359086,1.279335,0.4473952,2.773469e-07
262.0,2331.672,27303.85,0.0003391963,1.278928,0.4467118,2.761917e-07
263.0,2341.938,27193.23,0.0003427813,1.278636,0.4459908,2.75954e-07
264.0,2334.057,27121.1,0.0003464216,1.277572,0.4448474,2.746314e-07
265.0,2315.566,27074.26,0.0003501798,1.276253,0.4436447,2.734467e-07
266.0,2281.885,27077.22,0.0003537991,1.274562,0.4424727,2.721787e-07
267.0,2238.661,27112.85,0.0003571809,1.272706,0.4413725,2.711432e-07
268.0,2187.222,27175.34,0.000360312,1.270659,0.4402733,2.700958e-07
269.0,2135.627,27244.17,0.0003628208,1.268855,0.4395166,2.697577e-07
270.0,2056.395,27447.08,0.0003647734,1.266484,0.4382681,2.679622e-07
271.0,1991.307,27576.26,0.0003664805,1.264474,0.43728,2.678102e-07
272.0,1899.301,27845.21,0.0003675284,1.261955,0.4360274,2.660913e-07
273.0,1828.211,28003.43,0.0003684642,1.259701,0.435013,2.661236e-07
274.0,1745.445,28238.24,0.0003686844,1.257334,0.4341505,2.652578e-07
275.0,1681.87,28404.64,0.0003684347,1.255527,0.4338265,2.658126e-07
276.0,1640.231,28497.74,0.0003673947,1.254352,0.4341225,2.670693e-07
277.0,1624.119,28516.05,0.0003655342,1.254014,0.4349997,2.688698e-07
278.0,1640.837,28443.87,0.0003627941,1.254874,0.4367001,2.715473e-07
279.0,1683.937,28298.98,0.0003592598,1.256483,0.4387153,2.741293e-07
280.0,1730.457,28191.6,0.0003552389,1.258492,0.4404387,2.754618e-07
281.0,1796.847,28041.16,0.0003510992,1.261421,0.442383,2.774875e-07
282.0,1854.413,27960.0,0.0003468325,1.26406,0.4440149,2.782794e-07
283.0,1922.47,27865.31,0.0003428752,1.267031,0.4456088,2.796551e-07
284.0,1997.118,27767.66,0.0003390653,1.270257,0.4474428,2.810787e-07
285.0,2061.717,27715.52,0.000335668,1.273021,0.4487844,2.813847e-07
286.0,2118.675,27700.22,0.0003329893,1.275555,0.4497972,2.814558e-07
287.0,2169.408,27697.41,0.000331123,1.277793,0.4505301,2.814459e-07
288.0,2217.841,27679.74,0.0003301238,1.279773,0.4510552,2.81446e-07
289.0,2262.745,27643.18,0.0003299875,1.2814,0.4513104,2.812519e-07
290.0,2303.112,27579.48,0.0003306893,1.282484,0.4511006,2.808195e-07
291.0,2330.728,27538.72,0.0003322519,1.283215,0.4506482,2.798747e-07
292.0,2362.594,27406.4,0.0003347318,1.283342,0.4501311,2.793882e-07
293.0,2377.44,27353.83,0.0003374175,1.283594,0.4497138,2.786103e-07
294.0,2396.273,27186.35,0.0003408778,1.282745,0.4486559,2.77814e-07
295.0,2398.346,27133.9,0.0003441114,1.282699,0.4482188,2.771815e-07
296.0,2393.658,27034.22,0.0003476054,1.281378,0.4472212,2.76143e-07
297.0,2379.954,27012.1,0.0003507558,1.280904,0.4467052,2.756954e-07
298.0,2352.151,27002.62,0.0003538551,1.279363,0.4456868,2.744528e-07
299.0,2324.417,27015.28,0.0003566238,1.278501,0.4450982,2.742063e-07
300.0,2281.077,27072.32,0.0003591192,1.276879,0.4441593,2.730304e-07
301.0,2240.165,27127.71,0.0003613648,1.275634,0.4434741,2.727013e-07
302.0,2186.037,27239.35,0.0003631051,1.273968,0.4426623,2.718206e-07
303.0,2131.781,27346.9,0.0003645933,1.272251,0.4417024,2.712474e-07
304.0,2062.135,27533.2,0.000365771,1.270337,0.4406347,2.700167e-07
305.0,2003.797,27668.78,0.0003666958,1.26866,0.4400037,2.70009e-07
306.0,1952.282,27775.15,0.0003671197,1.266951,0.4395071,2.700714e-07
307.0,1908.685,27861.48,0.0003670765,1.265507,0.4391629,2.702628e-07
308.0,1877.652,27918.02,0.0003664127,1.264531,0.4393038,2.710069e-07
309.0,1864.613,27930.2,0.0003650409,1.264229,0.4399991,2.723466e-07
310.0,1876.498,27876.06,0.000362911,1.264869,0.4413372,2.743789e-07
311.0,1907.234,27789.62,0.0003600056,1.266221,0.4430324,2.764369e-07
312.0,1963.575,27617.83,0.0003567253,1.268352,0.4448668,2.786143e-07
313.0,2010.638,27537.69,0.0003530262,1.270366,0.4463623,2.793458e-07
314.0,2089.727,27341.58,0.000349437,1.273505,0.448309,2.817166e-07
315.0,2148.024,27250.89,0.0003458007,1.275755,0.4496771,2.817966e-07
316.0,2213.423,27168.29,0.0003425029,1.278558,0.4511186,2.829086e-07
317.0,2275.122,27090.03,0.0003396949,1.280881,0.4521899,2.832956e-07
318.0,2321.562,27116.79,0.0003370251,1.283278,0.4532909,2.835287e-07
319.0,2373.685,27063.86,0.0003354919,1.285218,0.4537822,2.835106e-07
320.0,2404.217,27120.48,0.0003343263,1.286838,0.4543549,2.830704e-07
321.0,2446.836,27067.38,0.0003343138,1.28826,0.4544596,2.831362e-07
322.0,2473.125,27053.46,0.0003349493,1.289032,0.4543325,2.823534e-07
323.0,2497.49,27021.89,0.00033633,1.289785,0.4540425,2.819517e-07
324.0,2511.488,26980.99,0.0003383603,1.2898,0.4534906,2.810705e-07
325.0,2522.338,26936.57,0.0003407885,1.289835,0.4528996,2.806044e-07
326.0,2519.061,26919.39,0.0003435165,1.289396,0.4521804,2.795979e-07
327.0,2517.252,26881.15,0.0003463563,1.289105,0.4517941,2.793463e-07
328.0,2508.701,26852.14,0.0003491029,1.288548,0.4513353,2.788314e-07
329.0,2496.975,26825.9,0.0003517686,1.287969,0.4508224,2.78394e-07
330.0,2478.744,26819.4,0.0003542469,1.287276,0.4502862,2.778652e-07
331.0,2455.476,26829.95,0.0003565198,1.286504,0.4497561,2.773875e-07
332.0,2427.184,26857.0,0.0003585753,1.285613,0.4491894,2.768884e-07
333.0,2393.688,26903.14,0.0003604087,1.284587,0.44857,2.763556e-07
334.0,2354.382,26974.16,0.0003620005,1.283432,0.4479099,2.757873e-07
335.0,2310.891,27064.28,0.00036334,1.282184,0.4472467,2.752763e-07
336.0,2267.29,27153.36,0.0003644342,1.280873,0.4466171,2.749248e-07
337.0,2226.895,27227.85,0.0003652645,1.279569,0.4460755,2.747546e-07
338.0,2191.452,27286.36,0.0003657562,1.278372,0.4457108,2.747888e-07
339.0,2163.426,27324.73,0.0003658278,1.277393,0.4455961,2.751024e-07
340.0,2144.971,27340.57,0.0003654043,1.276746,0.4457699,2.75711e-07
341.0,2139.312,27326.75,0.0003644353,1.276584,0.4462984,2.766824e-07
342.0,2150.177,27272.54,0.0003628911,1.277043,0.4472494,2.780612e-07
343.0,2179.991,27172.73,0.0003607634,1.278218,0.4486412,2.79796e-07
344.0,2210.288,27110.73,0.0003580665,1.279488,0.4498615,2.808051e-07
345.0,2271.179,26948.05,0.0003551773,1.281934,0.451734,2.830433e-07
346.0,2315.019,26885.1,0.00035192,1.28362,0.4529593,2.833368e-07
347.0,2386.853,26731.23,0.0003488355,1.286497,0.4546449,2.853091e-07
348.0,2438.394,26660.01,0.0003458692,1.28831,0.4556604,2.851512e-07
349.0,2493.791,26617.01,0.0003431,1.290778,0.4569905,2.860863e-07
350.0,2543.509,26555.1,0.0003411342,1.292544,0.4575862,2.858939e-07
